4, via a URL in the (1) include parameter to (a) Main.php and (b) get.php and the (2) exec parameter to (c) count.php.
0, via the id parameter to the default URI.  NOTE: some of these details are obtained from third party information.
2, via the (1) searchtype
0, via the id parameter
2, via the (1) subaction and (2) action parameters.
3, via unspecified vectors.  NOTE: this might overlap CVE-2007-3328.
2, via the deslocal parameter.
3, via unknown vectors.  NOTE: this is probably different from CVE-2007-0916
2, via an upload action specifying a filename with a double extension such as .gif.php
2, via the cid parameter to index.php.
2, via the pollid parameter.
4, via a direct request for (1) Stat.php (2) OutputFilter.php
4, via a URL in the mosConfig_absolute_path parameter.
2, via PHP sequences in the searchword parameter
3, via unspecified vectors.
2, via unspecified vectors in the (1) com_search
4, via CRLF sequences in the url parameter.  NOTE: this can be leveraged for cross-site scripting (XSS) attacks.  NOTE: some of these details are obtained from third party information.
3, via unspecified vectors.  NOTE: it is not clear whether IDE Group updates all DRS installations in its role as an application service provider. If so
4, via a malformed file
4, via a malformed ext2fs image.
4, via a malformed NTFS image that triggers (1) dereference of a certain integer value by ntfs_dent.c in fls
1, by setting the Cookie parameter.
4, via a UDP packet to port 694.  NOTE: this may be the same as CVE-2006-3121.
3, via the (1) Username or (2) Password field.  NOTE: these fields might be associated with the txtUsername and txtPassword parameters.
2, via the (1) Users_Email or (2) Users_Password parameter in an ExecuteTheLogin action.
4, via unspecified vectors.
4, via (1) the mid parameter in an faqviewgroup action in the FAQ Modules
4, via a (1) COPY or (2) APPEND command.
4," via a trailing """"<"""" instead of a """">"""" in (1) the onerror attribute of an IMG element"
4, via a crafted Interrupt Request Packet (Irp) in a METHOD_NEITHER (1) IOCTL 0x8400000F or (2) IOCTL 0x84000013 request
0, via a long parameter to a macro
2, via certain RPC requests to certain TCP ports that are processed by the (1) RPCFN_ENG_NewManualScan
4, via a .. (dot dot) in a Send request
4, via (1) a long user name and (2) certain malformed requests; and (3) allow remote Timbuktu servers to have an unknown impact via a malformed HELLO response
5, via a crafted HTML email
5, by calling setInterval with a small interval and changing the window.location property.
0, via an http URI with a large amount of whitespace in the user/password portion.
4, via a certain JPG file
2, via long port logical name (-l) argument.
0, via certain malformed HTML
4," via a bellabiblio cookie with the value """"administrator."""" NOTE: this issue is disputed by CVE and multiple third parties because the cookie value must be an MD5 hash."
4, via a URL in the svr_rootscript parameter
4, via a URL in the format_menue parameter.
4, via unknown vectors.
2, via unspecified vectors associated with the names of the photos.  NOTE: some of these details are obtained from third party information.
4, via a URL in (1) the dirpath parameter to (a) _functions.php
2, via the loginID parameter.
4, via a long string to TCP port 17781.
2, via certain network traffic
4, via a search
4, via a malformed ICS file.
4, via unspecified vectors.
4, via unspecified vectors.
4, via unspecified vectors.
0, via a full pathname in the first argument to the SaveToFile method
0, via the topic parameter
4, via a long argument to the NotSafe method.  NOTE: this may overlap CVE-2007-2885 or CVE-2005-2127.
4, via a long first argument to the msql_connect function.
4, via a .. (dot dot) in the p parameter.
5, via (1) a .spr file (single player replay file) containing a long user name or (2) a .ply file containing a long number plate string
2, via the cat parameter.
4, via (1) a direct request for a URL under OnlineViewing/galleries/ or (2) navigation of the gallery user interface with JavaScript disabled.
2, via the (1) path and (2) download parameters.
2, via the (1) projectIssueId parameter in EditProjectIssue.do
5, via a crafted IOCTL request that adds an AppleTalk zone to a routing table.
4, via a crafted AppleTalk message with a negative value
4, via a crafted AppleTalk Session Protocol (ASP) message on an AppleTalk socket
4, via a symlink attack on certain files.
4, via a .. (dot dot) in an unspecified environment variable
4, via (1) unspecified vectors where an attacker's umask is honored
4," via a """"crafted localized message file"""" that enables a format string attack"
0, via certain vectors related to (1) DB2 instance or FMP startup on Linux and Solaris; (2) exec of executables while running as root on non-Windows systems
5, via a long DASPROF and possibly other environment variables
4, via a URL in the path_to_root parameter.
2, via the login field on the login page
4, via a certain request that modifies the password being checked.
4, via a URL in the sourcedir parameter.
2, via the (1) Success Template (STPL) and (2) Failure Template (FTPL) parameters
4, via a crafted NHRP packet.
4, via a URL in the docroot parameter.
4, via a crafted .au file that triggers a divide-by-zero error
4, via a URL in the script_root parameter to (1) delete.php
4, via (1) a malformed MGCP packet
4, via a malformed SIP packet
4," via (1) """"abnormal"""" MGCP messages"
5, via a malformed SIP packet
2, via the (1) yazan
4, via unspecified vectors.
4, via the (1) unlim_num_rows
0, via the next parameter to (1) addaddress.php
2, by setting the notes.ini (1) KFM_ShowEntropy and (2) Debug_Outfile debug variables
4, via a request composed of a single digit
0," via the article_id parameter in a """"print articles"""" action."
4, via a URL in the vsDragonRootPath parameter
4, via a URL in the root parameter.  NOTE: this can be leveraged for traffic amplification or other denial of service.
2, via the sysSystemName parameter.
1, via invalid configuration data.  NOTE: this issue might not cross privilege boundaries
4, via a URL in the adminfolder parameter.
5, via a URL in the config[root_ordner] parameter.
4, via a URL in the config[root_ordner] parameter to (1) gruppen.php
4, via a URL in the config[root_ordner] parameter to (1) index.php or (2) datei.php.
5, via a URL in the config[root_ordner] parameter to (1) index.php
4, via a URL in the config[root_ordner] parameter to (1) index.php
4, via a URL in the root parameter.
4, via a URL in the page parameter.
2, via the (1) f_emailaddress
2, via the IP parameter.
0, via format string specifiers in certain unexpected commands
3, via long (1) Location and (2) Server HTTP headers
1, by placing the account's name in the value of an fcms_login_id cookie.  NOTE: this can be leveraged for code execution via a POST with PHP code in the content parameter.
4, via a URL in the _SERVER[DOCUMENT_ROOT] parameter in (1) poll.php and (2) pollarchive.php.  NOTE: a reliable third party states that this issue is resultant from a variable extraction error in functions.php.
4, via a URL in the dvd_config_file parameter.
5, via a URL in the DOCUMENT_ROOT parameter.
4, via a URL in the _SERVER[DOCUMENT_ROOT] parameter.  NOTE: a third party disputes this vulnerability because of the special nature of the SERVER superglobal array.
4, via a crafted palette (.pal) file.
4, via a crafted packet to port 5633/tcp.
4, via a crafted packet to port 5633/tcp
1, via HTTP requests to port 1581
2, via an SNMP trap message.
4, via a crafted (1) textWithLanguage or (2) nameWithLanguage Internet Printing Protocol (IPP) tag
1, via unspecified vectors involving the (1) chpath
3, via unspecified vectors.
4, via unspecified vectors.
4, via a link to a data: URI containing an encoded URL.  NOTE: the severity of this issue has been disputed by a reliable third party
4, via a JOIN packet (aka connection packet) containing 0x69 in the ninth byte
4, via (1) the search form or (2) the jobid parameter to index.php in a showbyID action.
2, via certain network traffic
2, via the cat parameter.
4, via a set_lang cookie to an unspecified component.  NOTE: this may overlap CVE-2007-1965.
4, via a SIP INVITE message without a Content-Type header.
1," via crafted Javascript that triggers a """"virtual function call on an invalid pointer."""""
2, via the username parameter in a GenerateMainFrame command.
4, via a .. (dot dot) in the file parameter.
4, via a long string to UDP port 26000.
4, via a long argument to the SEARCH command.  NOTE: this might overlap CVE-2007-4372.
0, via format string specifiers in (1) a message or (2) certain data associated with an admin login.
4, via (1) a value greater than 0x27 for the (a) 0xca
2, via the Log File Viewer.
4, via a URL in the header parameter.  NOTE: CVE and a third party dispute this vulnerability because header is defined before use.  The researcher is known to be unreliable.
5, via a URL in the (1) NomVote and (2) FilePalHex parameters.
0, by using multipart encoded requests instead of form-urlencoded requests.  NOTE: this might be used to expose vulnerabilities in applications that would otherwise be protected by the validation routines.
2, via the query parameter.
4, via a certain length field in JPEG2000 data
2, via an M3U file that recursively includes itself.
3, via unknown vectors.
3, via that role.
4, via CRLF sequences in the name of the song in a .mp3 file.
4, via CRLF sequences in the name of the song in a .mp3 file.
4, via CRLF sequences in the name of the song in a .mp3 file.
4, via CRLF sequences in the name of the song in a .mp3 file.
2, via the '|' (pipe) shell metacharacter in the name of the song in a .mp3 file.
2, via the '|' (pipe) shell metacharacter in the name of the song in a .mp3 file.
0, by joining two channels with certain long names that differ in the final character
5, by creating a large number of unused channels (zannels).
0, by arranging for ops privilege to be granted before the mode arrives.
4, via a series of /silence commands with (1) CIDR mask arguments or (2) certain other arguments that represent groups of IP addresses
2, via unspecified parameters to (1) techs.php
4, via a new_entry value in the do parameter.
2," by enabling the """"Start Before Logon"""" (SBL) and Microsoft Dial-Up Networking options"
2, by sending the admin's username (admin_name) in a pheap_login cookie.  NOTE: the vendor disputes this vulnerability because authentication data is derived from the admin_pass and secret variables
0, via a full pathname in the second argument to the HttpDownloadFile method
4, via an OD3_AutoLogin cookie.
4, via a long argument.
4, via (1) a certain 0x00 byte in a pre-login ID 3 packet
1, via unknown vectors
1, via unknown vectors related to sending long URIs
2," via certain regular expressions in a """"show ip bgp regexp"""" command.  NOTE: unauthenticated remote attacks are possible in environments with anonymous telnet and Looking Glass access."
2, via the search field.
2, via the query parameter.
2, via unspecified parameters to (1) account-inbox.php
2, via the match parameter.  NOTE: some details are obtained from third party information.
3, via unspecified vectors.
4, via a URL in the site_isp_root parameter
4, via a long string in the filename argument to the win_browse_file function.
4, via a packet with ID (1) 0x80 or (2) 0x88 to UDP port 34297
4, via (1) an ID 0x30 packet
2, via format string specifiers in the NICK command (client nickname) when entering a game.
4, via a long game command in a replay (.rpl) file and (2) cause a denial of service (application crash) via a long SAY command that omits a required LF character; and allow remote Toribash servers to execute arbitrary code via (3) a long game command and (4) a long SAY command that omits a required LF character.
4, via a command without an LF character
2, via certain commands that contain many 0x07 or other invalid characters.
4, via a long (1) emote or (2) SPEC command.
2, via the (1) s parameter to index.php
4, via a crafted version string
2, via the aid parameter.  NOTE: it was later reported that 2.40 is also affected
4, via a .. (dot dot) in the chemin parameter.
4, via a URL in the cache_file parameter.
4, via a symlink attack on a temporary file whose name is constructed from the name of a file being tagged.
4, via a symlink attack on the gettextization.failed.po temporary file.
0, via an invalid RVA address function pointer in (1) an IMAGE_THUNK_DATA structure
3, via strings with CRLF sequences in the IMAGE_EXPORT_DIRECTORY array in a PE file
2, via unspecified methods and parameters.
2, via unspecified arguments to the (1) httpGETToFile
3, via unspecified vectors.
4, via a long argument to the SaveViewToSessionFile method.
2, via an HTTP request without a Host header.
4, via a URI
2, via the searWords parameter.
2, via the PATH_INFO (PHP_SELF).
3, via the PATH_INFO (PHP_SELF).
2, via the PATH_INFO (PHP_SELF).
2, via the PATH_INFO (PHP_SELF).
4, via a URL in the value parameter.
5, via a URL in the (1) styl[top]
4, via unspecified vectors.
2, via the portion of the URI immediately following the filename for (1) a GIF filename
4, via a long Username argument to the ReInit method.
0, via certain RPC function calls to (1) RPCFN_EVENTBACK_DoHotFix or (2) CMD_CHANGE_AGENT_REGISTER_INFO.
2, via the id parameter.
0, via an unspecified ioctl function
5, via unspecified vectors.  NOTE: the provenance of this information is unknown; the details are obtained solely from third party information.
2, via unknown vectors
2, via the afilter parameter.
2, via the tagid parameter.
4, via a .. (dot dot) in the path parameter in a files.display action.
0, via the cat parameter in a selectcat action.
2, via the id parameter in an offer_view action.
2, via long arguments to the (1) ntuser_getuserlist
0, via the did parameter in a details action.
4, via an archive with a file that matches a virus signature and has a crafted filename that is not properly handled by the print function in SavMain.exe.
4," via a long argument to the (1) """"-p"""" option to lqueryvg or (2) the """"-V"""" option to lquerypv."
2, via unknown attack vectors.
2, via unspecified vectors involving arguments to the (1) fvCom and (2) info methods.  NOTE: some of these details are obtained from third party information.
3, via malformed packets.
4, via a long (1) OWNER or (2) NAME argument.
0, via one or more of the following vectors: the (1) id parameter to (a) pages/delete_page.php
0, via one or more of the following vectors: the (1) id parameter to (a) pages/delete_page.php
4, via a URL in the lang parameter.
4, via a URL in the squelette_cache parameter
5, via unspecified vectors.  NOTE: the provenance of this information is unknown; the details are obtained solely from third party information.
4, via (1) the error_text parameter to error_box.html or (2) the ok_title parameter to ok_box.html.
0, via format string specifiers in a chat message
4, via (1) a long string in a chat message and possibly (2) a long name field.
4, via a string with a negative NewLen value within a certain UDP packet that triggers an assertion error.
4, via a crafted UDP packet.
2, via the -f (From address) option to the Email::Send::Sendmail function
2, via the (1) HTTP_REFERER or (2) HTTP_USER_AGENT HTTP header.
4, via (1) the PHP_SELF variable in modules/core/uim.php and (2) [url] tags in a comment in modules/core/fldm.php.
2, via unspecified vectors involving the (1) processLine function in maptemplate.c and the (2) writeError function in mapserv.c in the mapserv CGI program.
2, via the weblog_id parameter (Username field).
4, via a .. (dot dot) in a filename within a (1) ZIP or (2) RAR archive.
5," via an ALPass DB (APW) file containing (1) a long file-key or (2) a """"Site Information and Folder entry"""" with a ciphertext_length value much larger than the plaintext_length value."
0, via format string specifiers in an fnm field in a folder-name record in an ALPASS DB (APW) file.
4, via a URL in the loadpage parameter.
2, via the blockpage parameter.  NOTE: as of 20070827
2, via an INVITE message with a Via header that contains a '/' (slash) instead of the required space following the SIP version number.
2, via the username parameter.  NOTE: this issue might be related to CVE-2006-2635.7.
3, via arguments to a valid command
3, via the User.Id parameter
4, via a .. (dot dot) sequence in filenames in a TAR archive
2, via an RSTP command containing multiple Require headers.
5," by sending """"data unexpectedly through a port."""""
0, by refusing certain warning messages that are sent over SMTP.
1, via crafted LDAP packets
4," via a malformed BZip file that results in the creation of multiple Engine temporary files (aka a """"BZip bomb"""")."
4, via a crafted UPX packed file
4, by sending a small buffer size value to the FsSetVolumeInformation IOCTL handler code with a FsSetDirectoryInformation subcode containing a large buffer.
2, via the show parameter.
4, via a long second argument to the SetText method.
0, via a full pathname in the first argument to the SaveXMLFile method or (2) delete arbitrary files via a full pathname in the argument to the DeleteXMLFile method.
4, via a long string in a MODE command
4, via a .. (dot dot) in the language parameter.
2, via unspecified vectors
2, via the PATH_INFO to index.php; and allow remote authenticated users to inject arbitrary web script or HTML via the PATH_INFO to (2) nodeworx.php
2, via the PATH_INFO to index.php; and allow remote authenticated users to inject arbitrary web script or HTML via the PATH_INFO to (2) siteworx.php
5, by sending a small file buffer size value to the FsSetVolumeInformation IOCTL handler with an FsSetFileInformation subcode.
2, via unspecified vectors
2, via the s[cid] parameter in a search_list action
4, uses libwrap but does not specify server connection information.
2, via the id parameter.
4, via (1) the aid parameter in a showarticle action or (2) the catid parameter in a showcat action.
2, via the ItemID parameter.
4, via a URL in the vwar_root parameter
4, via a URL in the vwar_root parameter
4, via a URL in the logout_page parameter.
2, via the id parameter.
4, via CRLF sequences in the subject parameter.  NOTE: this can be leveraged for spam by adding To or Cc headers.
0, via certain malformed HTTP headers.
2, via long command line arguments.
5," via a crafted """"-y"""" (TSIG key) command line argument to dig."
0, via a long parameter to the m command.
2, via the img_url parameter.  NOTE: some of these details are obtained from third party information.
2, by aborting the response to a POST request.
2, via certain network traffic associated with entities larger than 2 Gb.
2, via the cat_id parameter.
2, via the id parameter.
5, via a mapfile with a long layer name
2, via the msg parameter.
4, via a symlink attack on temporary files with predictable filenames.
3, via certain file-transfer packets
4, via a URL in the rootdir parameter to (1) intern/admin/other/backup.php
4, via a malformed map
2, via an Uploads action.
4, via a .. (dot dot) in the page parameter
4, via a long chat (PKT_CHAT) message that is not properly handled by the (1) D_NetPlayerEvent function in d_net.c or the (2) Msg_Write function in net_msg.c
5, via a PKT_CHAT packet with a data length less than 3
0, via format string specifiers in a PSV_CONSOLE_TEXT message.
0, via the id parameter in a newspost do action
4, via a long USER command.
1, via unspecified vectors
3, via unknown vectors.
4, via a session file that is a symlink.
2, via the start parameter in a search action.
4, via a series of large packets designed to exploit the SSH CRC32 attack detection overflow (CVE-2001-0144)
2, via unspecified vectors involving the glob function.
2, via an XNET session that makes multiple simultaneous requests to register events
2, via an invalid UncompressedQuickTimeData opcode length in a PICT image.
4, via a URL in the qtnext field in a crafted QTL file.  NOTE: this issue may be related to CVE-2006-4965 or CVE-2007-5045.
5, via a crafted movie file containing a movie atom with a large size value
4, via a QTVR (QuickTime Virtual Reality) movie file containing a large size field in the atom header of a panorama sample atom.
1, via malformed elements when parsing (1) Poly type (0x0070 through 0x0074) and (2) PackBitsRgn field (0x0099) opcodes in a PICT image.
2, via an invalid color table size when parsing the color table atom (CTAB) in a movie file
4, via a crafted striped disk image
1, via crafted responses to FTP PASV commands.
4, via a crafted directory hierarchy.
1, via crafted text content that triggers an access of an uninitialized object pointer.
4, via a relative path when changing the current working directory.
4, via a large num_sels argument to the i386_set_ldt system call.
1, by executing setuid or setgid programs in which the stdio
4, via a crafted TIOCSETD ioctl request.
1, via crafted IPV6 packets.
4, via a crafted AUTH_UNIX RPC packet.
4, via file:// URLs.
1, via unknown vectors related to file uploads.
1," via unknown vectors related to """"page transitions"""" in Safari."
2, via unknown vectors related to browser history
3, via unknown vectors.
4, via a crafted QTL file.
4, via a crafted QuickTime movie.
2, via the URL handler.
4, via a crafted HTTP response.
2, via an image with a crafted ColorSync profile
2, via the (1) homepage
4, via a URL in the page parameter.
2, via the (1) dtc
2, via the ID parameter.
4, via a URL in the files_dir parameter in (1) es_desp.php
4, via unspecified vectors.
2, via the (1) dir parameter in admin/adminusers.php
4, via a .. (dot dot) in the language parameter.
2, via the id parameter.
4, via a long string to the (1) Play and (2) Buzzer methods.
2, via the time and description parameters.
4, via a .. (dot dot) in the URI.
2, via an HTTP request with a long content length
1, by copying data from a large pixel depth pixmap into a smaller pixel depth pixmap.
4, via a crafted packet to TCP port 5005.
4, via a long file path in an m3u file.
4, via a long file path in an m3u file.
2, via the category_id parameter.
4, via a URL in the STPHPLIB_DIR parameter to (1) stphpapplication.php
4, via a URL in the (1) db_conf or (2) ADODB_DIR parameter to utils/stphpimage_show.php; or a URL in the STPHPLIB_DIR parameter to (3) stphpbutton.php
2, via the arguments to the WriteRegistry method.
2, via the sort parameter.  NOTE: the provenance of this information is unknown; the details are obtained solely from third party information.
2, via an invalid value in the sort parameter to admin/adminusers.php
4, via Javascript events in the (1) gbmail and (2) gbpage parameters in the sign function.
4, via a long Logo parameter.
5, by queueing jobs that contain these commands.  NOTE: this is only a vulnerability in environments in which the administrator has not followed documentation that outlines the security risks of operating Backburner on untrusted networks.
4, via a crafted RDZ archive in which the first file has an executable extension.
4, via (1) an empty SIP message or (2) a SIP INVITE message with a malformed To header
0, via format string specifiers in a nickname.
4, by sending a client_connect command in a forged packet from the server to a client.  NOTE: client IP addresses are available via product-specific queries.
4," via """"..\"""" (dot dot backslash) sequences in a filename.  NOTE: the """"..\"""" are not displayed when the user lists files.  NOTE: this can be leveraged for code execution by writing to a Startup folder."
4, via a URL in the functions_file parameter.
4, via unspecified vectors.
4, via unspecified vectors.
5, via unspecified vectors.  NOTE: the provenance of this information is unknown; the details are obtained solely from third party information.
2, via the (1) user and (2) pass fields
4, via a URL in the PHPOF_INCLUDE_PATH parameter.
4, via a .. (dot dot) in the page parameter.  NOTE: the provenance of this information is unknown; the details are obtained solely from third party information.
2, via unspecified escape (backslash) sequences.
4, via a singleton Unicode sequence in a character class in a regex pattern
4, via a regular expression that writes a large amount of data to the backtracking stack.  NOTE: some of these details are obtained from third party information.
4, via a Visual Basic project (vbp) file containing a long Reference line
2, via unspecified vectors
2, via unspecified vectors
2, via unspecified vectors
4, via (1) a long string in the pattern parameter to the glob function; or (2) a long string in the string parameter to the fnmatch function
4, via a long string in the charset parameter
4, via a long string in the locale parameter.  NOTE: this might not be a vulnerability in most web server environments that support multiple threads
1, via unspecified vectors
4, via unspecified vectors.
4, via unspecified vectors.
4, via a long input parameter.
4, via a long ODM name.
4, via unspecified vectors.
5, via unspecified vectors.
4, via (1) a long eighth argument to the SetInfo method in a certain ActiveX control in glItemCom.dll or (2) a long second argument to the SetClientInfo method in a certain ActiveX control in glitemflat.dll.
2, via long strings in file and title fields in a .pls file
0, via the id parameter in (1) hal.php
4, via a .. (dot dot) in the p parameter.
4, via a URL in the FocusPath parameter.
4, via a URL in the staticpath parameter to (1) modules/Discipline/CategoryBreakdownTime.php or (2) modules/Discipline/StudentFieldBreakdown.php.
4, via (1) the id parameter to news.php in a lirenews action
5, via a URL in the DOC_ROOT parameter to (1) lib/functions.php or (2) lib/header.php.
4, via (1) the ge_id parameter in a list.artists action to explore.php or (2) the id parameter in a show.tracks action to xml.php.
4, via (1) the val parameter to alphabet.php in an alpha.albums action
2, via the name field.  NOTE: the provenance of this information is unknown; the details are obtained solely from third party information.
4, via a long second argument to the Start method.
4, via a URL in the Codebase parameter to (1) channeledit.php
4, via a long (1) URL
2, via an upload action specifying a filename with a double extension such as .php.jpg
5, via a URL in the doc_root parameter to (1) addons/plugin.php
4, via unspecified vectors.
4, via a long first argument to the HttpDownloadFileToTempDir method
1, via HTTP requests to certain HTML pages in the res parameter with an inp req parameter to cgi-bin/cgi
4, via a .. (dot dot) in the dl function.
1, via malformed Modbus requests to TCP port 502.
2, via the user parameter.
2, via the (1) avatar and (2) title parameters.
0, via format string specifiers in a malformed nickname.
4, via a URL in the MGR parameter to (1) index.php
0, via the id parameter in an edit action.
0, via the id parameter in an edit action.
2, via the id parameter.
4, via a long string in a (1) 0x21
5, via (1) a long string in the out_charset parameter to the iconv function; or a long string in the charset parameter to the (2) iconv_mime_decode_headers
4, via a .. (dot dot) in a filename. NOTE: this can be leveraged for code execution by writing to a Startup folder.
4, via a .. (dot dot) in a filename.  NOTE: this can be leveraged for code execution by writing to a Startup folder.
2, via the (1) dlid or (2) cid parameter.
0, via the id parameter in a rubrik go action.
1, via unspecified vectors involving a picasa:// URI.  NOTE: this information is based upon a vague pre-advisory.
4, via a res:// URI in the src property of a JavaScript Image object
5, via a file:// request containing a \x00 sequence
2, via the config[news_url] parameter.
2, via the template parameter.
4, via (1) an invalid lang parameter to admin/index.php; or a direct request to (2) admin/dbg_infos.php
2, via the (1) l_username parameter to admin/layout2b.php
4, via unspecified vectors.
1, via unspecified vectors
4, via a malformed .au file that triggers a divide-by-zero error.
4, via a malformed .au file that triggers a divide-by-zero error.
4, via a (1) UNC share pathname
4, via a long string in the library parameter.  NOTE: there are limited usage scenarios under which this would be a vulnerability.
2, via the MySQL (1) LOAD_FILE
0, via a full pathname in the argument to the SaveAs method.  NOTE: contents can be copied from local files via the Load method.
0, via the post_type parameter to the pingback.extensions.getPingbacks method in the XMLRPC interface
2, via the f parameter.
2, via the (1) lang[adminseite]
2, via the (1) id parameter to forum_forum.php
2, via the username field.
0, via a full pathname in the argument to the SaveToFile method.
4, via (1) a long string in the first argument to the AcquireContext method or (2) an unspecified vector to the DeleteContext method.
0, via the image parameter
5, via a URL in the xcart_dir parameter to (1) config.php
4, via a .. (dot dot) in the pilih parameter.
5, via file-transfer commands in the final portion of a (1) scp
5, via a long .mp3 URI to TCP port 8000.  NOTE: some of these details are obtained from third party information.
1, via unspecified vectors related to character sets other than iso-8859-1 or utf-8.
1,upload arbitrary script files with crafted image filenames to
4, via a crafted payment form
0, via the ip parameter in an online action
0, via the post parameter to index.php.
0, via the id parameter to index.php
2, via the id_actividad parameter.
4, via a URL in the approot parameter.
0, via the id parameter in a play ac action to index.php.  NOTE: some details are obtained from third party information.
4, via a URL in the mosConfig_live_site parameter.
4, via shell metacharacters in the paymentinfo parameter to simplePHPLinux/3payment_receive.php.
2, via many requests with unique buffer names in the buffername parameter in a start action.
0, via the camNo parameter to incl/image_incl.shtml
4, via (1) axis-cgi/admin/restart.cgi
4, via a save_appearence action in admin.php
4, via a URL in the PHPFFL_FILE_ROOT parameter to (1) program_files/livedraft/livedraft.php or (2) program_files/livedraft/admin.php.
4, via a URL in the PHPFFL_FILE_ROOT parameter to (1) admin.php
4," via a .avi file with certain large """"indx truck size"""" and nEntriesInuse values"
4," via a .avi file with certain large """"indx truck size"""" and nEntriesInuse values."
4, via a URL in the FocusPath parameter
1, via malformed input in an unknown set of arguments or property values
4, via (1) a student's email address
3, via unspecified vectors. NOTE: the provenance of this information is unknown; the details are obtained solely from third party information.
4, via a URL in the ptinclude parameter to (1) help1.php
4, via (1) a URL in the path_include parameter to includes/rss.class.php
5, via a URL in the pathtohomedir parameter to (1) ekilat.com-int.tpl.php
4, via a URL in the DOCUMENT_ROOT parameter.  NOTE: this issue is disputed by CVE
4, via a URL in the YAPIG_PATH parameter.  NOTE: this issue has been disputed by CVE
0, via the page_id parameter in a favorite op action
2, via the keyword parameter in a search site action.
4, via a URL in the mosConfig_live_site parameter.
4, via a URL in the mosConfig_live_site parameter.
4, via (1) the pseudo parameter to login.php
4, via a .. (dot dot) in the (1) fichier or (2) repertoire parameter
2, via the URI for (1) index.php
2, via the URI.  NOTE: the provenance of this information is unknown; the details are obtained solely from third party information.
4, via a .. (dot dot) in a filename within a (1) .IMG or (2) .ISO file. NOTE: this can be leveraged for code execution by writing to a Startup folder.
4, via a long sequence of space characters in a filename within a (1) .IMG or (2) .ISO file. NOTE: this can be leveraged with a separate directory traversal vulnerability to trick a careful user into overwriting arbitrary files.
2, via an invalid BPB_BytsPerSec field in the header of a .IMG file.
1, via crafted arguments to (1) the tovideo method
4, via the skill_delete[] parameter.
5, via a FLAC file with crafted PCM data containing a block with a size that exceeds the previous block size.
2, via the chapter parameter.
4, via a .. (dot dot) in the log parameter.
2, via the referer parameter.
5, via a URL in the base_dir parameter to (1) Decoder.php and (2) Encoder.php in WBXML/.
0, via the id parameter in a results action
4, via a large integer value in the Content-Length HTTP header
1, via unknown vectors
0, via a full pathname in the argument to the (1) SaveAsBMP or (2) SaveAsWMF method.  NOTE: some of these details are obtained from third party information.
4, via a ..\ (dot dot backslash) in the second argument to the DownloadFromMusicStore method.  NOTE: some of these details are obtained from third party information.  NOTE: this can be leveraged for code execution by overwriting JetAudio.exe
2, via the s parameter.
4, via a crafted image file that triggers (1) an infinite loop in the ReadDCMImage function
4, via a crafted (1) .dcm
4, via a crafted image file
5, via a crafted width value in an image file
4, via (1) QueryXBitmaps and (2) QueryXExtents protocol requests with crafted size values that specify an arbitrary number of bytes to be swapped on the heap
2, via an empty packet.
4, via a long request to TCP port 3050.
4, via unspecified vectors.
4, via a long (1) username or (2) password to the rxrLogin command in rxRPC.dll
4," via a long username and a certain """"useless"""" password."
4, via a ..\ (dot dot backslash) sequence in the destination filename argument to sub-function 8 in the rxrReceiveFileFromServer command.
4, via a long response to a FETCH command.
2, via the URL to webbatch.exe.
2, via the dumpinputdata parameter.
3, via the (1) u
4, via a URL in (1) the lvc_admin_dir parameter to modules/visitors2/admin/view-archiver.inc.php or (2) the lvc_include_dir parameter to modules/visitors2/include/menus.inc.php. NOTE: the modules/visitors2/include/config.inc.php vector is already covered by CVE-2006-4373.  NOTE: vector 1 is disputed by CVE because PHP encounters a fatal instantiation error on a direct request for the file
4, via a URL in the sl_theme_unix_path parameter to (1) admin_footer.php
2, via the abc parameter.
4, via a long argument in a SEARCH ON command.  NOTE: this issue might overlap with CVE-2004-1211.
4, via a long argument to the dnsResolve (isInstalled.dnsResolve) method.
4, via a crafted PDF file
2," via an unspecified manipulation of """"images stored in virtual machines downloaded by the user."""""
2, via the (1) DD or (2) DU parameter.
0, via packets containing options with large lengths
2, via an invalid IA_NA option in a REBIND message.
4, via an AddAuthor action with modified add_name and add_radminsuper parameters.
0, via the selfdes parameter in a profile_info editprofile action.
4, via a URL in the this_module_path parameter.  NOTE: this issue is disputed by CVE because PHP encounters a fatal function-call error on a direct request for the file
4, via a crafted query string in an HTTPS request to (1) adLog.cgi
4, via a long filename.
4, via a javascript: URI in an attribute of an element in an email message body
4, via a long filename in an ARJ archive.
4, via a .. (dot dot) in the q parameter.
2, via the (1) box_width
5," via a request to the wiki module with (1) the title parameter or (2) a """"title="""" sequence in the PATH_INFO"
4, via a URL in (1) the admin_home parameter to modules/poll/poll_summary.php or (2) the rootdp parameter to include/db.php; or a URL in the language_home parameter to (3) search/search.php
5, via a URL in the gsLanguage parameter to (1) search/search.php
4, via a .. (dot dot) in (1) the admin_home parameter to modules/poll/poll_summary.php or (2) the rootdp parameter to include/db.php.
0, by spoofing the NetSupport Manager.
2, via the username field in a login attempt
2, via several vectors
3, via certain password_ and rpassword_ parameters
0, via the cat_id parameter to index.php in a banners action.
0, via the un parameter in a register action.
4, via a URL in the mosConfig_live_site parameter.
4, via a crafted URL.
4, via a long If-Modified-Since header to (1) xigui32.exe or (2) xitami.exe.
