CVE-2018-4467, macOS Mojave 10.14.3,,,,,A memory corruption issue was addressed with improved state management. This issue is fixed
CVE-2018-4470, the handling of Open Directory records was addressed with improved indexing***versions prior to macOS High Sierra 10.13.6.,,,,,A privacy issue
CVE-2018-4474, iCloud for Windows 7.7,,,,,A memory consumption issue was addressed with improved memory handling. This issue is fixed
CVE-2018-4478, macOS High Sierra 10.13.5,,,,,A validation issue was addressed with improved logic. This issue is fixed
CVE-2018-4832, OpenPCS 7 V7.1 and earlier (All versions),,,,,
CVE-2018-4833, RFID 181EIP (All versions),,,,,
CVE-2018-4834, Desigo Automation Controllers Products and Desigo Operator Unit PXM20-E,A remote attacker ,,,,
CVE-2018-4835, TeleControl Server Basic < V3.1,An attacker ,,,,
CVE-2018-4836, TeleControl Server Basic < V3.1,An authenticated attacker ,,,,
CVE-2018-4837, TeleControl Server Basic < V3.1,An attacker ,cause a Denial-of-Service condition on the web server,,,
CVE-2018-4838, EN100 Ethernet module IEC 61850 variant (All versions < V4.30),,,,,
CVE-2018-4839, DIGSI 4 (All versions < V4.92),,,,,
CVE-2018-4840, DIGSI 4 (All versions < V4.92),,,,,
CVE-2018-4841, TIM 1531 IRC (All versions < V1.1),A remote attacker ,,,,
CVE-2018-4842, SCALANCE X-200IRT switch family (incl,,,,,
CVE-2018-4843, SIMATIC CP 343-1 (incl,,,,,
CVE-2018-4844, SIMATIC WinCC OA UI for Android (All versions < V3.15.10),,,,,
CVE-2018-4845, RAPIDLab 1200 systems / RAPIDPoint 400 systems / RAPIDPoint 500 systems (All versions_without_,,,, use of Siemens Healthineers Informatics products),
CVE-2018-4846, RAPIDLab 1200 systems / RAPIDPoint 400 systems / RAPIDPoint 500 systems (All versions_without_,,,, use of Siemens Healthineers Informatics products),
CVE-2018-4848, SCALANCE X-200 switch family (incl,,,,,
CVE-2018-4849, Siveillance VMS Video for Android (All versions < V12.1a (2018 R1)),,,,,
CVE-2018-4850, SIMATIC S7-400 (incl,,,,,
CVE-2018-4851, SICLOCK TC100 (All versions) and SICLOCK TC400 (All versions),An attacker ,cause a Denial-of-Service condition ,by sending certain packets to the device,,
CVE-2018-4852, SICLOCK TC100 (All versions) and SICLOCK TC400 (All versions),An attacker ,obtain certain knowledge specific to the attacked device.,,,
CVE-2018-4853, SICLOCK TC100 (All versions) and SICLOCK TC400 (All versions),An attacker ,,,,
CVE-2018-4854, SICLOCK TC100 (All versions) and SICLOCK TC400 (All versions),a legitimate user ,,,,
CVE-2018-4856, SICLOCK TC100 (All versions) and SICLOCK TC400 (All versions),An attacker ,,,,
CVE-2018-4858, IEC 61850 system configurator (All versions < V5.80),,,,,
CVE-2018-4859, SCALANCE M875 (All versions),,,,,
CVE-2018-4860, SCALANCE M875 (All versions),,,,,
CVE-2018-4861, SCALANCE M875 (All versions),,,,,
CVE-2018-4871, Adobe Flash Player before 28.0.0.137,,lead to sensitive data exposure.,,,that is past the end of the target buffer. The use of an invalid (out-of-range) pointer offset during access of internal data structure fields causes the
CVE-2018-4872, Adobe Acrobat Reader 2018.009.20050 and earlier versions,,,,,
CVE-2018-4873,Adobe Creative Cloud Desktop Application versions 4.4.1.298 and earlier,,local privilege escalation.,,,exploitable Unquoted Search Path vulnerability,
CVE-2018-4877, Adobe Flash Player before 28.0.0.161,,lead to arbitrary code execution.,,,use-after-free
CVE-2018-4878, Adobe Flash Player before 28.0.0.161,,lead to arbitrary code execution,,,use-after-free
CVE-2018-4879, Adobe Acrobat Reader 2018.009.20050 and earlier versions,,,,,
CVE-2018-4880, Adobe Acrobat Reader 2018.009.20050 and earlier versions,,,,,
CVE-2018-4881, Adobe Acrobat Reader 2018.009.20050 and earlier versions,,,,,
CVE-2018-4882, Adobe Acrobat Reader 2018.009.20050 and earlier versions,,,,,
CVE-2018-4883, Adobe Acrobat Reader 2018.009.20050 and earlier versions,,,,,
CVE-2018-4884, Adobe Acrobat Reader 2018.009.20050 and earlier versions,,,,,
CVE-2018-4885, Adobe Acrobat Reader 2018.009.20050 and earlier versions,,,,,
CVE-2018-4886, Adobe Acrobat Reader 2018.009.20050 and earlier versions,,,,,
CVE-2018-4887, Adobe Acrobat Reader 2018.009.20050 and earlier versions,,,,,
CVE-2018-4888, Adobe Acrobat Reader 2018.009.20050 and earlier versions,,,,,
CVE-2018-4889, Adobe Acrobat Reader 2018.009.20050 and earlier versions,,,,,
CVE-2018-4890, Adobe Acrobat Reader 2018.009.20050 and earlier versions,,,,,
CVE-2018-4891, Adobe Acrobat Reader 2018.009.20050 and earlier versions,,,,,
CVE-2018-4892, Adobe Acrobat Reader 2018.009.20050 and earlier versions,,,,,
CVE-2018-4893, Adobe Acrobat Reader 2018.009.20050 and earlier versions,,,,,
CVE-2018-4894, Adobe Acrobat Reader 2018.009.20050 and earlier versions,,,,,
CVE-2018-4895, Adobe Acrobat Reader 2018.009.20050 and earlier versions,,,,,
CVE-2018-4896, Adobe Acrobat Reader 2018.009.20050 and earlier versions,,,,,
CVE-2018-4897, Adobe Acrobat Reader 2018.009.20050 and earlier versions,,,,,
CVE-2018-4898, Adobe Acrobat Reader 2018.009.20050 and earlier versions,,,,,
CVE-2018-4899, Adobe Acrobat Reader 2018.009.20050 and earlier versions,,,,,
CVE-2018-4900, Adobe Acrobat Reader 2018.009.20050 and earlier versions,,,,,
CVE-2018-4901, Adobe Acrobat Reader 2018.009.20050 and earlier versions,,,,,
CVE-2018-4902, Adobe Acrobat Reader 2018.009.20050 and earlier versions,,,,,
CVE-2018-4903, Adobe Acrobat Reader 2018.009.20050 and earlier versions,,,,,
CVE-2018-4904, Adobe Acrobat Reader 2018.009.20050 and earlier versions,,,,,
CVE-2018-4905, Adobe Acrobat Reader 2018.009.20050 and earlier versions,,,,,
CVE-2018-4906, Adobe Acrobat Reader 2018.009.20050 and earlier versions,,,,,
CVE-2018-4907, Adobe Acrobat Reader 2018.009.20050 and earlier versions,,,,,
CVE-2018-4908, Adobe Acrobat Reader 2018.009.20050 and earlier versions,,,,,
CVE-2018-4909, Adobe Acrobat Reader 2018.009.20050 and earlier versions,,,,,
CVE-2018-4910, Adobe Acrobat Reader 2018.009.20050 and earlier versions,,,,,
CVE-2018-4911, Adobe Acrobat Reader 2018.009.20050 and earlier versions,,,,,
CVE-2018-4912, Adobe Acrobat Reader 2018.009.20050 and earlier versions,,,,,
CVE-2018-4913, Adobe Acrobat Reader 2018.009.20050 and earlier versions,,,,,
CVE-2018-4914, Adobe Acrobat Reader 2018.009.20050 and earlier versions,,,,,
CVE-2018-4915, Adobe Acrobat Reader 2018.009.20050 and earlier versions,,,,,
CVE-2018-4916, Adobe Acrobat Reader 2018.009.20050 and earlier versions,,,,,
CVE-2018-4919,Adobe Flash Player versions 28.0.0.161 and earlier,,arbitrary code execution in the context of the current user.,,,exploitable use after free vulnerability,
CVE-2018-4920,Adobe Flash Player versions 28.0.0.161 and earlier,,arbitrary code execution in the context of the current user.,,,exploitable type confusion vulnerability,
CVE-2018-4921,Adobe Connect versions 9.7 and earlier,,information disclosure.,,,exploitable unrestricted SWF file upload vulnerability,
CVE-2018-4923,Adobe Connect versions 9.7 and earlier,,arbitrary file deletion.,,,exploitable OS Command Injection,
CVE-2018-4924,Adobe Dreamweaver CC versions 18.0 and earlier,,arbitrary code execution in the context of the current user.,,,OS Command Injection vulnerability,
CVE-2018-4925,Adobe Digital Editions versions 4.5.7 and below,,information disclosure.,,,exploitable Out-of-bounds read vulnerability,
CVE-2018-4926,Adobe Digital Editions versions 4.5.7 and below,,information disclosure.,,,exploitable Stack Overflow vulnerability,
CVE-2018-4927,Adobe InDesign versions 13.0 and below,,local privilege escalation.,,,exploitable Untrusted Search Path vulnerability,
CVE-2018-4928,Adobe InDesign versions 13.0 and below,,arbitrary code execution in the context of the current user.,,,exploitable Memory corruption vulnerability,
CVE-2018-4929,Adobe Experience Manager versions 6.2 and earlier,,sensitive information disclosure.,,,exploitable stored cross-site scripting vulnerability,
CVE-2018-4930,Adobe Experience Manager versions 6.3 and earlier,,sensitive information disclosure.,,,exploitable Cross-site scripting vulnerability,
CVE-2018-4931,Adobe Experience Manager versions 6.1 and earlier,,sensitive information disclosure.,,,exploitable stored cross-site scripting vulnerability,
CVE-2018-4932,Adobe Flash Player versions 29.0.0.113 and earlier,,arbitrary code execution in the context of the current user.,,,exploitable Use-After-Free vulnerability,
CVE-2018-4933,Adobe Flash Player versions 29.0.0.113 and earlier,,information disclosure.,,,exploitable out-of-bounds read vulnerability,
CVE-2018-4934,Adobe Flash Player versions 29.0.0.113 and earlier,,information disclosure.,,,exploitable out-of-bounds read vulnerability,
CVE-2018-4935,Adobe Flash Player versions 29.0.0.113 and earlier,,arbitrary code execution in the context of the current user.,,,exploitable out-of-bounds write vulnerability,
CVE-2018-4936,Adobe Flash Player versions 29.0.0.113 and earlier,,information disclosure.,,,exploitable Heap Overflow vulnerability,
CVE-2018-4937,Adobe Flash Player versions 29.0.0.113 and earlier,,arbitrary code execution in the context of the current user.,,,exploitable out-of-bounds write vulnerability,
CVE-2018-4943,Adobe PhoneGap Push Plugin versions 1.8.0 and earlier,,JavaScript code execution in the context of the PhoneGap app.,,,exploitable Same-Origin Method Execution vulnerability,
CVE-2018-4944,Adobe Flash Player versions 29.0.0.140 and earlier,,arbitrary code execution in the context of the current user.,,,exploitable type confusion vulnerability,
CVE-2018-4945,Adobe Flash Player versions 29.0.0.171 and earlier have a Type Confusion vulnerability.,,arbitrary code execution in the context of the current user.,,,,
CVE-2018-4991,Adobe Creative Cloud Desktop Application versions 4.4.1.298 and earlier,,a security bypass.,,,exploitable Improper certificate validation vulnerability,
CVE-2018-4992,Adobe Creative Cloud Desktop Application versions 4.4.1.298 and earlier,,local privilege escalation.,,,exploitable Improper input validation vulnerability,
CVE-2018-4994,Adobe Connect versions 9.7.5 and earlier,,sensitive information disclosure.,,,exploitable Authentication Bypass vulnerability,
CVE-2018-5000,Adobe Flash Player versions 29.0.0.171 and earlier,,information disclosure.,,,Integer Overflow vulnerability,
CVE-2018-5001,Adobe Flash Player versions 29.0.0.171 and earlier,,information disclosure.,,,Out-of-bounds read vulnerability,
CVE-2018-5002,Adobe Flash Player versions 29.0.0.171 and earlier have a Stack-based buffer overflow vulnerability.,,arbitrary code execution in the context of the current user.,,,,
CVE-2018-5003,Adobe Creative Cloud Desktop Application before 4.5.5.342 (installer) has an insecure library loading (dll hijacking) vulnerability.,,privilege escalation.,,,,
CVE-2018-5004,Adobe Experience Manager versions 6.2 and 6.3 have a Server-Side Request Forgery vulnerability.,,sensitive information disclosure.,,,,
CVE-2018-5006,Adobe Experience Manager versions 6.4 and earlier have a Server-Side Request Forgery vulnerability.,,sensitive information disclosure.,,,,
CVE-2018-5007,Adobe Flash Player 30.0.0.113 and earlier versions have a Type Confusion vulnerability.,,arbitrary code execution in the context of the current user.,,,,
CVE-2018-5008,Adobe Flash Player 30.0.0.113 and earlier versions,,information disclosure.,,,Out-of-bounds read vulnerability,
CVE-2018-5091,teracting with the DTMF timers,,,,,use-after-free
CVE-2018-5092,stead of from memory in the main thread while cancelling fetch operations,,,,,use-after-free
CVE-2018-5093, WebAssembly during Memory/Table resizing,,,,,heap buffer overflow
CVE-2018-5094," WebAssembly when """"shrinkElements"""" is called followed by garbage collection on memory that is now uninitialized",,,,,heap buffer overflow
CVE-2018-5095, the Skia library when allocating memory for edge builders on some systems with at least 8 GB of RAM,,,,,An integer overflow vulnerability
CVE-2018-5096, form elements on a page,,,,,use-after-free
CVE-2018-5097, a potentially exploitable crash,,,,,use-after-free
CVE-2018-5098,put elements,,,,,use-after-free
CVE-2018-5100,,,,, use by scripts,use-after-free
CVE-2018-5103, a potentially exploitable crash,,,,,use-after-free
CVE-2018-5104, use,,,,,use-after-free
CVE-2018-5109,correct origin from the site making the capture request,Users ,,,,An audio capture session can started under an
CVE-2018-5122,"teger overflow in the """"DoCrypt"""" function of WebCrypto was identified",,,,,potential integer overflow
CVE-2018-5123,formation available to a user with access to a restricted bug entry,a user ,,, using the image generation in report.cgi in all Bugzilla versions prior to 4.4.,A third party website can access
CVE-2018-5127, a potentially exploitable crash,,,,,buffer overflow
CVE-2018-5129, a potential out-of-bounds write through malformed IPC messages,,,,,lack of parameter validation on IPC messages results in a potential out-of-bounds write through malformed IPC messages. This can potentially allow for sandbox escape through memory corruption in the parent process. This
CVE-2018-5136, one tab can be shared by another tab with a different origin,,,,,"A shared worker created from a """"data:"""" URL"
CVE-2018-5141, the notifications Push API where notifications can be sent through service workers by web content without direct user interaction,,,,,vulnerability in the notifications Push API where notifications can be sent through service workers by web content without direct user interaction. This could be used to open new tabs in a denial of service (DOS) attack or to display unwanted content from arbitrary URLs to users. This
CVE-2018-5148, the compositor during certain graphics operations when a raw pointer is used instead of a reference counted one,,,,,use-after-free
CVE-2018-5154, a potentially exploitable crash,,,,,use-after-free
CVE-2018-5155, a potentially exploitable crash,,,,,use-after-free
CVE-2018-5156, stream data being cast to the wrong type causing a potentially exploitable crash,,result in stream data being cast to the wrong type causing a potentially exploitable crash,,,vulnerability can occur when capturing a media stream when the media source type is changed as the capture is occurring. This can result in stream data being cast to the wrong type causing a potentially exploitable crash. This
CVE-2018-5159, the Skia library due to 32-bit integer,,,, use in an array without integer overflow checks,library due to 32-bit integer use in an array without integer overflow
CVE-2018-5175,"jection flaw an attacker could inject a reference to a copy of the """"require.js"""" library that is part of Firefox's Developer Tools",,,,,"A mechanism to bypass Content Security Policy (CSP) protections on sites that have a """"script-src"""" policy of """"'strict-dynamic'"""". If a target website contains an HTML"
CVE-2018-5177, XSLT during number formatting where a negative buffer size may be allocated in some instances,,,,,
CVE-2018-5178, order to occur,,,,,buffer overflow
CVE-2018-5180, a potentially exploitable crash,,,,,use-after-free
CVE-2018-5197, the ExtCommon.dll user extension module version 9.2,,,,,
CVE-2018-5261, Flexense DiskBoss 8.8.16 and earlier,,,,,
CVE-2018-5299, the web server in Pulse Secure Pulse Connect Secure (PCS) before 8.3R4 and Pulse Policy Secure (PPS) before 5.4R4,,,,,stack-based Buffer Overflow
CVE-2018-5304,terface is vulnerable to ClickJacking or UI Redressing: it is possible to access the web application in an iframe,,,,,
CVE-2018-5337, Zoho ManageEngine Desktop Central 10.0.124 and 10.0.184: directory traversal in the SCRIPT_NAME field when modifying existing scripts.,,,,,
CVE-2018-5338, Zoho ManageEngine Desktop Central 10.0.124 and 10.0.184: missing authentication/authorization for a database query mechanism.,,,,,
CVE-2018-5339, Zoho ManageEngine Desktop Central 10.0.124 and 10.0.184: insufficient enforcement of database query type restrictions.,,,,,
CVE-2018-5340, Zoho ManageEngine Desktop Central 10.0.124 and 10.0.184: database access,a superuser ,,, using a superuser account (specifically,
CVE-2018-5341, Zoho ManageEngine Desktop Central 10.0.124 and 10.0.184: a missing server-side check on the file type/extension when uploading and modifying scripts.,,,,,
CVE-2018-5342, Zoho ManageEngine Desktop Central 10.0.124 and 10.0.184: network services (Desktop Central and PostgreSQL) running with a superuser account.,a superuser ,,,,
CVE-2018-5349, Heimdal PRO v2.2.190,,,,,
CVE-2018-5429, the report scripting component of TIBCO Software Inc.'s TIBCO JasperReports Server,,,,,
CVE-2018-5439, Nortek Linear eMerge E3 series Versions V0.32-07e and prior,A remote attacker ,execute arbitrary code on a target machine with elevated privileges.,,,A Command Injection issue was discovered
CVE-2018-5440, 3S-Smart CODESYS Web Server,,,,,Stack-based Buffer Overflow
CVE-2018-5441, PHOENIX CONTACT mGuard firmware versions 7.2 to 8.6.0,,,,,An Improper Validation of Integrity Check Value issue was discovered
CVE-2018-5442, Fuji Electric V-Server VPR 4.0.1.0 and prior,,,,,Stack-based Buffer Overflow
CVE-2018-5443, Advantech WebAccess/SCADA versions prior to V8.2_20170817,,,,,A SQL Injection issue was discovered
CVE-2018-5445, Advantech WebAccess/SCADA versions prior to V8.2_20170817,An attacker ,,,,A Path Traversal issue was discovered
CVE-2018-5449, Moxa OnCell G3100-HSPA Series version 1.4 Build 16062919 and prior,,,,,A NULL Pointer Dereference issue was discovered
CVE-2018-5452, Emerson Process Management ControlWave Micro Process Automation Controller: ControlWave Micro [ProConOS v.4.01.280] firmware: CWM v.05.78.00 and prior,,,by sending crafted packets on Port 20547 could force the PLC to change its state into halt mode.,,Stack-based Buffer Overflow
CVE-2018-5453, Moxa OnCell G3100-HSPA Series version 1.4 Build 16062919 and prior,An attacker ,edit the element of an HTTP request,,,An Improper Handling of Length Parameter Inconsistency issue was discovered
CVE-2018-5457, Vyaire Medical CareFusion Upgrade Utility used with Windows XP systems,,,,,A uncontrolled search path element issue was discovered
CVE-2018-5459, WAGO PFC200 Series 3S CoDeSys Runtime versions 2.3.X and 2.4.X,An attacker ,,,,An Improper Authentication issue was discovered
CVE-2018-5461, Belden Hirschmann RS,,,,,An Inadequate Encryption Strength issue was discovered
CVE-2018-5463, Leao Consultoria e Desenvolvimento de Sistemas (LCDS) LTDA ME LAquis SCADA 4.1.0.3391 and earlier may allow code execution.,,,,,structured exception handler overflow
CVE-2018-5465, Belden Hirschmann RS,,,,,A Session Fixation issue was discovered
CVE-2018-5467, GET Request issue was discovered in Belden Hirschmann RS,,,,,An Information Exposure Through Query Strings
CVE-2018-5469, Belden Hirschmann RS,,,,,An Improper Restriction of Excessive Authentication Attempts issue was discovered
CVE-2018-5471, Belden Hirschmann RS,,,,,A Cleartext Transmission of Sensitive Information issue was discovered
CVE-2018-5475, GE D60 Line Distance Relay devices running firmware Version 7.11 and prior,,,,,Stack-based Buffer Overflow
CVE-2018-5476, Delta Electronics Delta Industrial Automation DOPSoft,,,,,Stack-based Buffer Overflow
CVE-2018-5477, ABB netCADOPS Web Application Version 3.4 and prior,,,,,An Information Exposure issue was discovered
CVE-2018-5525, the F5 BIG-IP Configuration utility on versions 13.0.0,,,,,local file
CVE-2018-5651, the dark-mode plugin 1.6 for WordPress,,,,,
CVE-2018-5652, the dark-mode plugin 1.6 for WordPress,,,,,
CVE-2018-5653, the weblizar-pinterest-feeds plugin 1.1.1 for WordPress,,,,,
CVE-2018-5654, the weblizar-pinterest-feeds plugin 1.1.1 for WordPress,,,,,
CVE-2018-5655, the weblizar-pinterest-feeds plugin 1.1.1 for WordPress,,,,,
CVE-2018-5656, the weblizar-pinterest-feeds plugin 1.1.1 for WordPress,,,,,
CVE-2018-5657, the responsive-coming-soon-page plugin 1.1.18 for WordPress,,,,,
CVE-2018-5658, the responsive-coming-soon-page plugin 1.1.18 for WordPress,,,,,
CVE-2018-5659, the responsive-coming-soon-page plugin 1.1.18 for WordPress,,,,,
CVE-2018-5660, the responsive-coming-soon-page plugin 1.1.18 for WordPress,,,,,
CVE-2018-5661, the responsive-coming-soon-page plugin 1.1.18 for WordPress,,,,,
CVE-2018-5662, the responsive-coming-soon-page plugin 1.1.18 for WordPress,,,,,
CVE-2018-5663, the responsive-coming-soon-page plugin 1.1.18 for WordPress,,,,,
CVE-2018-5664, the responsive-coming-soon-page plugin 1.1.18 for WordPress,,,,,
CVE-2018-5665, the responsive-coming-soon-page plugin 1.1.18 for WordPress,,,,,
CVE-2018-5666, the responsive-coming-soon-page plugin 1.1.18 for WordPress,,,,,
CVE-2018-5667, the read-and-understood plugin 2.1 for WordPress,,,,,
CVE-2018-5668, the read-and-understood plugin 2.1 for WordPress,,,,,
CVE-2018-5669, the read-and-understood plugin 2.1 for WordPress,,,,,
CVE-2018-5670, the booking-calendar plugin 2.1.7 for WordPress,,,,,
CVE-2018-5671, the booking-calendar plugin 2.1.7 for WordPress,,,,,
CVE-2018-5672, the booking-calendar plugin 2.1.7 for WordPress,,,,,
CVE-2018-5673, the booking-calendar plugin 2.1.7 for WordPress,,,,,
CVE-2018-5706, Octopus Deploy before 4.1.9,Any user with user ,,,,
CVE-2018-5709, MIT Kerberos 5 (aka krb5) through 1.16,,,,,
CVE-2018-5710, MIT Kerberos 5 (aka krb5) through 1.16,,,,,
CVE-2018-5712, PHP before 5.6.33,,,,,
CVE-2018-5716, Reprise License Manager 11.0,,,,,
CVE-2018-5731, Heimdal PRO 2.2.190,,,,,
CVE-2018-5736, zone database reference counting can lead to an assertion failure if a server which is running an affected version of BIND attempts several transfers of a slave zone in quick succession,,lead to an assertion failure if a server which is running an affected version of BIND attempts several transfers of a slave zone in quick succession,by sending valid NOTIFY messages),,server which is running an affected version of BIND attempts several transfers of a slave zone in quick succession. This defect could be deliberately exercised by an attacker who is permitted to cause a
CVE-2018-5737, BIND 9.12 can lead to an assertion failure in rbtdb.c,,lead to an assertion failure in rbtdb.c,,,A problem with the implementation of the new serve-stale feature
CVE-2018-5739, Kea 1.4.0 introduced a memory leak for operators who are,,,, using certain hooks library facilities,An extension to hooks capabilities which debuted
CVE-2018-5761, Rubrik CDM 3.x and 4.x before 4.0.4-p2,,,,,man-in-the-middle
CVE-2018-5763, OXID eShop Enterprise Edition before 5.3.7 and 6.x before 6.0.1,,,,,
CVE-2018-5773, markdown2 (aka python-markdown2) through 2.3.5,,,,,
CVE-2018-5778, Ipswitch WhatsUp Gold before 2017 Plus SP1 (17.1.1),,,,,
CVE-2018-5779, the conferencing component of Mitel Connect ONSITE,,,,,
CVE-2018-5780, the conferencing component of Mitel Connect ONSITE,,,,,
CVE-2018-5781, the conferencing component of Mitel Connect ONSITE,,,,,
CVE-2018-5782, the conferencing component of Mitel Connect ONSITE,,,,,
CVE-2018-5787, Extreme Networks ExtremeWireless WiNG 5.x before 5.8.6.9 and 5.9.x before 5.9.1.3,,,,,
CVE-2018-5788, Extreme Networks ExtremeWireless WiNG 5.x before 5.8.6.9 and 5.9.x before 5.9.1.3,,,,,
CVE-2018-5789, Extreme Networks ExtremeWireless WiNG 5.x before 5.8.6.9 and 5.9.x before 5.9.1.3,,,,,
CVE-2018-5790, Extreme Networks ExtremeWireless WiNG 5.x before 5.8.6.9 and 5.9.x before 5.9.1.3,,,,,
CVE-2018-5791, Extreme Networks ExtremeWireless WiNG 5.x before 5.8.6.9 and 5.9.x before 5.9.1.3,,,,,
CVE-2018-5792, Extreme Networks ExtremeWireless WiNG 5.x before 5.8.6.9 and 5.9.x before 5.9.1.3,,,,,
CVE-2018-5793, Extreme Networks ExtremeWireless WiNG 5.x before 5.8.6.9 and 5.9.x before 5.9.1.3,,,,,
CVE-2018-5794, Extreme Networks ExtremeWireless WiNG 5.x before 5.8.6.9 and 5.9.x before 5.9.1.3,,,,,
CVE-2018-5795, Extreme Networks ExtremeWireless WiNG 5.x before 5.8.6.9 and 5.9.x before 5.9.1.3,,,,,
CVE-2018-5796, Extreme Networks ExtremeWireless WiNG 5.x before 5.8.6.9 and 5.9.x before 5.9.1.3,,,by entering the administrator password in conjunction with the 'service start-shell' CLI command.,,
CVE-2018-5797, Extreme Networks ExtremeWireless WiNG 5.x before 5.8.6.9 and 5.9.x before 5.9.1.3,,,,,
CVE-2018-5800, LibRaw versions prior to 0.18.7 can be exploited to cause a heap-based buffer overflow and subsequently cause a crash.,,,,,heap-based buffer overflow
CVE-2018-5801, LibRaw versions prior to 0.18.7 can be exploited to trigger a NULL pointer dereference.,,,,,
CVE-2018-5802, LibRaw versions prior to 0.18.7 can be exploited to cause an out-of-bounds read memory access and subsequently cause a crash.,,,,,
CVE-2018-5804, LibRaw versions prior to 0.18.8 can be exploited to trigger a division by zero.,,,,,"A type confusion error within the """"identify()"""" function (internal/dcraw_common.cpp)"
CVE-2018-5805, LibRaw versions prior to 0.18.8 can be exploited to cause a stack-based buffer overflow and subsequently cause a crash.,,,,,"boundary error within the """"quicktake_100_load_raw()"""" function (internal/dcraw_common.cpp) in LibRaw versions prior to 0.18.8 can be exploited to cause a stack-based buffer overflow"
CVE-2018-5806, LibRaw versions prior to 0.18.8 can be exploited to trigger a NULL pointer dereference.,,,,,
CVE-2018-5807, LibRaw versions prior to 0.18.9 can be exploited to cause an out-of-bounds read memory access and subsequently cause a crash.,,,,,
CVE-2018-5808, LibRaw versions prior to 0.18.9 can be exploited to cause a stack-based buffer overflow and subsequently execute arbitrary code.,,,,,stack-based buffer overflow
CVE-2018-5809, LibRaw versions prior to 0.18.9 can be exploited to cause a stack-based buffer overflow and subsequently execute arbitrary code.,,,,,stack-based buffer overflow
CVE-2018-5810, LibRaw versions prior to 0.18.9 can be exploited to cause a heap-based buffer overflow and subsequently cause a crash.,,,,,heap-based buffer overflow
CVE-2018-5811, LibRaw versions prior to 0.18.9 can be exploited to cause an out-of-bounds read memory access and subsequently cause a crash.,,,,,
CVE-2018-5812, LibRaw versions prior to 0.18.9 can be exploited to trigger a NULL pointer dereference.,,,,,
CVE-2018-5813, LibRaw versions prior to 0.18.11 can be exploited to trigger an infinite loop via a specially crafted file.,,,,,
CVE-2018-5815, LibRaw versions prior to 0.18.12 can be exploited to trigger an infinite loop via a specially crafted Apple QuickTime file.,,,,,"An integer overflow error within the """"parse_qt()"""" function (internal/dcraw_common.cpp)"
CVE-2018-5816, LibRaw versions prior to 0.18.12 can be exploited to trigger a division by zero via specially crafted NOKIARAW file (Note: This vulnerability is caused due to an incomplete fix of CVE-2018-5804).,,,,,division by zero via specially crafted NOKIARAW file (Note: This
CVE-2018-5817,finite loop.,,,,,"A type confusion error within the """"unpacked_load_raw()"""" function within LibRaw versions prior to 0.19.1 (internal/dcraw_common.cpp) can be exploited to trigger an"
CVE-2018-5818,finite loop.,,,,,
CVE-2018-5842,correct data to WLAN driver in all Android releases from CAF (Android for MSM,,,,,An arbitrary address write can occur if a compromised WLAN firmware sends
CVE-2018-5845, drm_atomic_nonblocking_commit() in the display driver can potentially lead to a Use After Free scenario in all Android releases from CAF (Android for MSM,,lead to a Use After Free scenario in all Android releases from CAF (Android for MSM,,,A race condition
CVE-2018-5846, the IPA driver whenever the IPA IOCTLs IPA_IOC_NOTIFY_WAN_UPSTREAM_ROUTE_ADD/IPA_IOC_NOTIFY_WAN_UPSTREAM_ROUTE_DEL/IPA_IOC_NOTIFY_WAN_EMBMS_CONNECTED are called in all Android releases from CAF (Android for MSM,,,,,A Use After Free condition can occur
CVE-2018-5853, a driver in all Android releases from CAF,,,, using the Linux kernel (Android for MSM,A race condition exists
CVE-2018-5854, fastboot from all Android releases(Android for MSM,,,,,stack-based buffer overflow
CVE-2018-5873, the __ns_get_path function in fs/nsfs.c in the Linux kernel before 4.11,,,,,
CVE-2018-5886, an ADSPRPC command is not properly validated in all Android releases from CAF,,,, using the Linux kernel (Android for MSM,A pointer
CVE-2018-5913,formation in Snapdragon Auto,,,,,A non-time constant function memcmp is used which creates a side channel that could leak
CVE-2018-5921, 2405129_000052 and other firmware versions,,,,,potential security
CVE-2018-5926, HP Remote Graphics Software&#8217;s certificate authentication process version 7.5.0 and earlier.,,,,,potential
CVE-2018-5951, Mikrotik RouterOS,,,,,packet that has a size of 1 byte and sending it to an IPv6 address of a RouterOS box with IP Protocol 97 will cause RouterOS to reboot imminently. All versions of RouterOS that supports EoIPv6 are
CVE-2018-5955, GitStack through 2.3.10,User ,,,,
CVE-2018-5997, the HTTP Server in RAVPower Filehub 2.000.056,,,,,path traversal
CVE-2018-5999, AsusWRT before 3.0.0.4.384_10007,,,,,
CVE-2018-6000, AsusWRT before 3.0.0.4.384_10007,,,,,
CVE-2018-6003, the _asn1_decode_simple_ber function in decoding.c in GNU Libtasn1 before 4.13,,leads to stack exhaustion and DoS.,,,
CVE-2018-6015," the """"Email Subscribers & Newsletters"""" plugin before 3.4.8 for WordPress",,,,,
CVE-2018-6193, Routers2 2.24,,,,,Cross-Site Scripting (XSS)
CVE-2018-6296,terface in Hanwha Techwin Smartcams,,,,,An undocumented (hidden) capability for switching the web
CVE-2018-6312,terface,,,,,A privileged account with a weak default password on the Foxconn femtocell FEMTO AP-FC4064-T version AP_GT_B38_5.8.3lb15-W47 LTE Build 15 can be used to turn on the TELNET service via the web
